draw_date,variable,value
01/16/2009,pick5_3,21
01/16/2009,pick5_4,39
01/16/2009,pick5_5,51
01/16/2009,winning_numbers,02 04 21 39 51
01/13/2009,mega_ball,40
01/13/2009,multiplier,
01/13/2009,pick5_1,22
01/13/2009,pick5_2,25
01/13/2009,pick5_3,33
01/13/2009,pick5_4,36
01/13/2009,pick5_5,48
01/13/2009,winning_numbers,22 25 33 36 48
01/09/2009,mega_ball,8
01/09/2009,multiplier,
01/09/2009,pick5_1,23
01/09/2009,pick5_2,25
01/09/2009,pick5_3,30
01/09/2009,pick5_4,45
01/09/2009,pick5_5,50
01/09/2009,winning_numbers,23 25 30 45 50
01/06/2009,mega_ball,30
01/06/2009,multiplier,
01/06/2009,pick5_1,3
01/06/2009,pick5_2,11
01/06/2009,pick5_3,12
01/06/2009,pick5_4,19
01/06/2009,pick5_5,33
01/06/2009,winning_numbers,03 11 12 19 33
01/02/2009,mega_ball,38
01/02/2009,multiplier,
01/02/2009,pick5_1,2
01/02/2009,pick5_2,11
01/02/2009,pick5_3,19
01/02/2009,pick5_4,21
01/02/2009,pick5_5,34
01/02/2009,winning_numbers,02 11 19 21 34
12/30/2008,mega_ball,39
12/30/2008,multiplier,
12/30/2008,pick5_1,1
12/30/2008,pick5_2,22
12/30/2008,pick5_3,29
12/30/2008,pick5_4,44
12/30/2008,pick5_5,52
12/30/2008,winning_numbers,01 22 29 44 52
12/26/2008,mega_ball,31
12/26/2008,multiplier,
12/26/2008,pick5_1,6
12/26/2008,pick5_2,19
12/26/2008,pick5_3,29
12/26/2008,pick5_4,33
12/26/2008,pick5_5,37
12/26/2008,winning_numbers,06 19 29 33 37
12/23/2008,mega_ball,45
12/23/2008,multiplier,
12/23/2008,pick5_1,1
12/23/2008,pick5_2,8
12/23/2008,pick5_3,13
12/23/2008,pick5_4,27
12/23/2008,pick5_5,41
12/23/2008,winning_numbers,01 08 13 27 41
12/19/2008,mega_ball,32
12/19/2008,multiplier,
12/19/2008,pick5_1,3
12/19/2008,pick5_2,13
12/19/2008,pick5_3,16
12/19/2008,pick5_4,39
12/19/2008,pick5_5,54
12/19/2008,winning_numbers,03 13 16 39 54
12/16/2008,mega_ball,6
12/16/2008,multiplier,
12/16/2008,pick5_1,10
12/16/2008,pick5_2,14
12/16/2008,pick5_3,16
12/16/2008,pick5_4,29
12/16/2008,pick5_5,40
12/16/2008,winning_numbers,10 14 16 29 40
12/12/2008,mega_ball,25
12/12/2008,multiplier,
12/12/2008,pick5_1,10
12/12/2008,pick5_2,16
12/12/2008,pick5_3,19
12/12/2008,pick5_4,27
12/12/2008,pick5_5,48
12/12/2008,winning_numbers,10 16 19 27 48
12/09/2008,mega_ball,27
12/09/2008,multiplier,
12/09/2008,pick5_1,11
12/09/2008,pick5_2,12
12/09/2008,pick5_3,26
12/09/2008,pick5_4,31
12/09/2008,pick5_5,33
12/09/2008,winning_numbers,11 12 26 31 33
12/05/2008,mega_ball,14
12/05/2008,multiplier,
12/05/2008,pick5_1,21
12/05/2008,pick5_2,27
12/05/2008,pick5_3,46
12/05/2008,pick5_4,52
12/05/2008,pick5_5,55
12/05/2008,winning_numbers,21 27 46 52 55
12/02/2008,mega_ball,35
12/02/2008,multiplier,
12/02/2008,pick5_1,2
12/02/2008,pick5_2,17
12/02/2008,pick5_3,22
12/02/2008,pick5_4,32
12/02/2008,pick5_5,51
12/02/2008,winning_numbers,02 17 22 32 51
11/28/2008,mega_ball,44
11/28/2008,multiplier,
11/28/2008,pick5_1,10
11/28/2008,pick5_2,30
11/28/2008,pick5_3,44
11/28/2008,pick5_4,46
11/28/2008,pick5_5,48
11/28/2008,winning_numbers,10 30 44 46 48
11/25/2008,mega_ball,46
11/25/2008,multiplier,
11/25/2008,pick5_1,2
11/25/2008,pick5_2,11
11/25/2008,pick5_3,22
11/25/2008,pick5_4,51
11/25/2008,pick5_5,52
11/25/2008,winning_numbers,02 11 22 51 52
11/21/2008,mega_ball,45
11/21/2008,multiplier,
11/21/2008,pick5_1,1
11/21/2008,pick5_2,22
11/21/2008,pick5_3,52
11/21/2008,pick5_4,53
11/21/2008,pick5_5,56
11/21/2008,winning_numbers,01 22 52 53 56
11/18/2008,mega_ball,12
11/18/2008,multiplier,
11/18/2008,pick5_1,10
11/18/2008,pick5_2,15
11/18/2008,pick5_3,22
11/18/2008,pick5_4,52
11/18/2008,pick5_5,53
11/18/2008,winning_numbers,10 15 22 52 53
11/14/2008,mega_ball,3
11/14/2008,multiplier,
11/14/2008,pick5_1,3
11/14/2008,pick5_2,18
11/14/2008,pick5_3,19
11/14/2008,pick5_4,30
11/14/2008,pick5_5,34
11/14/2008,winning_numbers,03 18 19 30 34
11/11/2008,mega_ball,41
11/11/2008,multiplier,
11/11/2008,pick5_1,5
11/11/2008,pick5_2,27
11/11/2008,pick5_3,38
11/11/2008,pick5_4,42
11/11/2008,pick5_5,55
11/11/2008,winning_numbers,05 27 38 42 55
11/07/2008,mega_ball,21
11/07/2008,multiplier,
11/07/2008,pick5_1,14
11/07/2008,pick5_2,24
11/07/2008,pick5_3,32
11/07/2008,pick5_4,43
11/07/2008,pick5_5,44
11/07/2008,winning_numbers,14 24 32 43 44
11/04/2008,mega_ball,9
11/04/2008,multiplier,
11/04/2008,pick5_1,10
11/04/2008,pick5_2,21
11/04/2008,pick5_3,23
11/04/2008,pick5_4,41
11/04/2008,pick5_5,55
11/04/2008,winning_numbers,10 21 23 41 55
10/31/2008,mega_ball,40
10/31/2008,multiplier,
10/31/2008,pick5_1,2
10/31/2008,pick5_2,7
10/31/2008,pick5_3,17
10/31/2008,pick5_4,29
10/31/2008,pick5_5,47
10/31/2008,winning_numbers,02 07 17 29 47
10/28/2008,mega_ball,36
10/28/2008,multiplier,
10/28/2008,pick5_1,6
10/28/2008,pick5_2,39
10/28/2008,pick5_3,45
10/28/2008,pick5_4,46
10/28/2008,pick5_5,48
10/28/2008,winning_numbers,06 39 45 46 48
10/24/2008,mega_ball,18
10/24/2008,multiplier,
10/24/2008,pick5_1,5
10/24/2008,pick5_2,33
10/24/2008,pick5_3,34
10/24/2008,pick5_4,47
10/24/2008,pick5_5,52
10/24/2008,winning_numbers,05 33 34 47 52
10/21/2008,mega_ball,38
10/21/2008,multiplier,
10/21/2008,pick5_1,16
10/21/2008,pick5_2,19
10/21/2008,pick5_3,39
10/21/2008,pick5_4,42
10/21/2008,pick5_5,44
10/21/2008,winning_numbers,16 19 39 42 44
10/17/2008,mega_ball,35
10/17/2008,multiplier,
10/17/2008,pick5_1,7
10/17/2008,pick5_2,15
10/17/2008,pick5_3,27
10/17/2008,pick5_4,28
10/17/2008,pick5_5,31
10/17/2008,winning_numbers,07 15 27 28 31
10/14/2008,mega_ball,23
10/14/2008,multiplier,
10/14/2008,pick5_1,14
10/14/2008,pick5_2,35
10/14/2008,pick5_3,41
10/14/2008,pick5_4,42
10/14/2008,pick5_5,51
10/14/2008,winning_numbers,14 35 41 42 51
10/10/2008,mega_ball,21
10/10/2008,multiplier,
10/10/2008,pick5_1,14
10/10/2008,pick5_2,15
10/10/2008,pick5_3,43
10/10/2008,pick5_4,46
10/10/2008,pick5_5,48
10/10/2008,winning_numbers,14 15 43 46 48
10/07/2008,mega_ball,34
10/07/2008,multiplier,
10/07/2008,pick5_1,2
10/07/2008,pick5_2,25
10/07/2008,pick5_3,35
10/07/2008,pick5_4,38
10/07/2008,pick5_5,42
10/07/2008,winning_numbers,02 25 35 38 42
10/03/2008,mega_ball,16
10/03/2008,multiplier,
10/03/2008,pick5_1,13
10/03/2008,pick5_2,28
10/03/2008,pick5_3,32
10/03/2008,pick5_4,41
10/03/2008,pick5_5,52
10/03/2008,winning_numbers,13 28 32 41 52
09/30/2008,mega_ball,36
09/30/2008,multiplier,
09/30/2008,pick5_1,9
09/30/2008,pick5_2,30
09/30/2008,pick5_3,35
09/30/2008,pick5_4,39
09/30/2008,pick5_5,49
09/30/2008,winning_numbers,09 30 35 39 49
09/26/2008,mega_ball,36
09/26/2008,multiplier,
09/26/2008,pick5_1,6
09/26/2008,pick5_2,13
09/26/2008,pick5_3,14
09/26/2008,pick5_4,31
09/26/2008,pick5_5,36
09/26/2008,winning_numbers,06 13 14 31 36
09/23/2008,mega_ball,4
09/23/2008,multiplier,
09/23/2008,pick5_1,9
09/23/2008,pick5_2,32
09/23/2008,pick5_3,34
09/23/2008,pick5_4,43
09/23/2008,pick5_5,52
09/23/2008,winning_numbers,09 32 34 43 52
09/19/2008,mega_ball,37
09/19/2008,multiplier,
09/19/2008,pick5_1,2
09/19/2008,pick5_2,9
09/19/2008,pick5_3,41
09/19/2008,pick5_4,48
09/19/2008,pick5_5,51
09/19/2008,winning_numbers,02 09 41 48 51
09/16/2008,mega_ball,44
09/16/2008,multiplier,
09/16/2008,pick5_1,13
09/16/2008,pick5_2,24
09/16/2008,pick5_3,39
09/16/2008,pick5_4,51
09/16/2008,pick5_5,52
09/16/2008,winning_numbers,13 24 39 51 52
09/12/2008,mega_ball,38
09/12/2008,multiplier,
09/12/2008,pick5_1,1
09/12/2008,pick5_2,12
09/12/2008,pick5_3,14
09/12/2008,pick5_4,25
09/12/2008,pick5_5,35
09/12/2008,winning_numbers,01 12 14 25 35
09/09/2008,mega_ball,2
09/09/2008,multiplier,
09/09/2008,pick5_1,22
09/09/2008,pick5_2,23
09/09/2008,pick5_3,28
09/09/2008,pick5_4,49
09/09/2008,pick5_5,52
09/09/2008,winning_numbers,22 23 28 49 52
09/05/2008,mega_ball,39
09/05/2008,multiplier,
09/05/2008,pick5_1,1
09/05/2008,pick5_2,6
09/05/2008,pick5_3,15
09/05/2008,pick5_4,27
09/05/2008,pick5_5,46
09/05/2008,winning_numbers,01 06 15 27 46
09/02/2008,mega_ball,39
09/02/2008,multiplier,
09/02/2008,pick5_1,14
09/02/2008,pick5_2,23
09/02/2008,pick5_3,43
09/02/2008,pick5_4,44
09/02/2008,pick5_5,54
09/02/2008,winning_numbers,14 23 43 44 54
08/29/2008,mega_ball,22
08/29/2008,multiplier,
08/29/2008,pick5_1,21
08/29/2008,pick5_2,25
08/29/2008,pick5_3,26
08/29/2008,pick5_4,50
08/29/2008,pick5_5,51
08/29/2008,winning_numbers,21 25 26 50 51
08/26/2008,mega_ball,30
08/26/2008,multiplier,
08/26/2008,pick5_1,6
08/26/2008,pick5_2,16
08/26/2008,pick5_3,24
08/26/2008,pick5_4,34
08/26/2008,pick5_5,36
08/26/2008,winning_numbers,06 16 24 34 36
08/22/2008,mega_ball,37
08/22/2008,multiplier,
08/22/2008,pick5_1,12
08/22/2008,pick5_2,13
08/22/2008,pick5_3,15
08/22/2008,pick5_4,41
08/22/2008,pick5_5,42
08/22/2008,winning_numbers,12 13 15 41 42
08/19/2008,mega_ball,38
08/19/2008,multiplier,
08/19/2008,pick5_1,9
08/19/2008,pick5_2,18
08/19/2008,pick5_3,19
08/19/2008,pick5_4,26
08/19/2008,pick5_5,40
08/19/2008,winning_numbers,09 18 19 26 40
08/15/2008,mega_ball,7
08/15/2008,multiplier,
08/15/2008,pick5_1,8
08/15/2008,pick5_2,23
08/15/2008,pick5_3,29
08/15/2008,pick5_4,30
08/15/2008,pick5_5,53
08/15/2008,winning_numbers,08 23 29 30 53
08/12/2008,mega_ball,40
08/12/2008,multiplier,
08/12/2008,pick5_1,2
08/12/2008,pick5_2,7
08/12/2008,pick5_3,23
08/12/2008,pick5_4,38
08/12/2008,pick5_5,40
08/12/2008,winning_numbers,02 07 23 38 40
08/08/2008,mega_ball,33
08/08/2008,multiplier,
08/08/2008,pick5_1,11
08/08/2008,pick5_2,17
08/08/2008,pick5_3,28
08/08/2008,pick5_4,32
08/08/2008,pick5_5,50
08/08/2008,winning_numbers,11 17 28 32 50
08/05/2008,mega_ball,13
08/05/2008,multiplier,
08/05/2008,pick5_1,9
08/05/2008,pick5_2,21
08/05/2008,pick5_3,36
08/05/2008,pick5_4,38
08/05/2008,pick5_5,55
08/05/2008,winning_numbers,09 21 36 38 55
08/01/2008,mega_ball,2
08/01/2008,multiplier,
08/01/2008,pick5_1,9
08/01/2008,pick5_2,13
08/01/2008,pick5_3,17
08/01/2008,pick5_4,18
08/01/2008,pick5_5,56
08/01/2008,winning_numbers,09 13 17 18 56
07/29/2008,mega_ball,3
07/29/2008,multiplier,
07/29/2008,pick5_1,11
07/29/2008,pick5_2,13
07/29/2008,pick5_3,20
07/29/2008,pick5_4,30
07/29/2008,pick5_5,42
07/29/2008,winning_numbers,11 13 20 30 42
07/25/2008,mega_ball,17
07/25/2008,multiplier,
07/25/2008,pick5_1,2
07/25/2008,pick5_2,16
07/25/2008,pick5_3,19
07/25/2008,pick5_4,35
07/25/2008,pick5_5,52
07/25/2008,winning_numbers,02 16 19 35 52
07/22/2008,mega_ball,46
07/22/2008,multiplier,
07/22/2008,pick5_1,2
07/22/2008,pick5_2,16
07/22/2008,pick5_3,23
07/22/2008,pick5_4,29
07/22/2008,pick5_5,32
07/22/2008,winning_numbers,02 16 23 29 32
07/18/2008,mega_ball,26
07/18/2008,multiplier,
07/18/2008,pick5_1,17
07/18/2008,pick5_2,29
07/18/2008,pick5_3,36
07/18/2008,pick5_4,53
07/18/2008,pick5_5,55
07/18/2008,winning_numbers,17 29 36 53 55
07/15/2008,mega_ball,40
07/15/2008,multiplier,
07/15/2008,pick5_1,19
07/15/2008,pick5_2,24
07/15/2008,pick5_3,34
07/15/2008,pick5_4,45
07/15/2008,pick5_5,51
07/15/2008,winning_numbers,19 24 34 45 51
07/11/2008,mega_ball,34
07/11/2008,multiplier,
07/11/2008,pick5_1,5
07/11/2008,pick5_2,14
07/11/2008,pick5_3,16
07/11/2008,pick5_4,39
07/11/2008,pick5_5,51
07/11/2008,winning_numbers,05 14 16 39 51
07/08/2008,mega_ball,35
07/08/2008,multiplier,
07/08/2008,pick5_1,1
07/08/2008,pick5_2,20
07/08/2008,pick5_3,22
07/08/2008,pick5_4,29
07/08/2008,pick5_5,41
07/08/2008,winning_numbers,01 20 22 29 41
07/04/2008,mega_ball,28
07/04/2008,multiplier,
07/04/2008,pick5_1,1
07/04/2008,pick5_2,3
07/04/2008,pick5_3,12
07/04/2008,pick5_4,19
07/04/2008,pick5_5,20
07/04/2008,winning_numbers,01 03 12 19 20
07/01/2008,mega_ball,36
07/01/2008,multiplier,
07/01/2008,pick5_1,1
07/01/2008,pick5_2,22
07/01/2008,pick5_3,33
07/01/2008,pick5_4,43
07/01/2008,pick5_5,52
07/01/2008,winning_numbers,01 22 33 43 52
06/27/2008,mega_ball,44
06/27/2008,multiplier,
06/27/2008,pick5_1,8
06/27/2008,pick5_2,14
06/27/2008,pick5_3,22
06/27/2008,pick5_4,39
06/27/2008,pick5_5,50
06/27/2008,winning_numbers,08 14 22 39 50
06/24/2008,mega_ball,39
06/24/2008,multiplier,
06/24/2008,pick5_1,10
06/24/2008,pick5_2,22
06/24/2008,pick5_3,36
06/24/2008,pick5_4,50
06/24/2008,pick5_5,53
06/24/2008,winning_numbers,10 22 36 50 53
06/20/2008,mega_ball,13
06/20/2008,multiplier,
06/20/2008,pick5_1,11
06/20/2008,pick5_2,17
06/20/2008,pick5_3,25
06/20/2008,pick5_4,36
06/20/2008,pick5_5,42
06/20/2008,winning_numbers,11 17 25 36 42
06/17/2008,mega_ball,36
06/17/2008,multiplier,
06/17/2008,pick5_1,5
06/17/2008,pick5_2,14
06/17/2008,pick5_3,25
06/17/2008,pick5_4,47
06/17/2008,pick5_5,49
06/17/2008,winning_numbers,05 14 25 47 49
06/13/2008,mega_ball,36
06/13/2008,multiplier,
06/13/2008,pick5_1,8
06/13/2008,pick5_2,9
06/13/2008,pick5_3,14
06/13/2008,pick5_4,38
06/13/2008,pick5_5,44
06/13/2008,winning_numbers,08 09 14 38 44
06/10/2008,mega_ball,11
06/10/2008,multiplier,
06/10/2008,pick5_1,3
06/10/2008,pick5_2,5
06/10/2008,pick5_3,15
06/10/2008,pick5_4,43
06/10/2008,pick5_5,51
06/10/2008,winning_numbers,03 05 15 43 51
06/06/2008,mega_ball,27
06/06/2008,multiplier,
06/06/2008,pick5_1,8
06/06/2008,pick5_2,9
06/06/2008,pick5_3,43
06/06/2008,pick5_4,44
06/06/2008,pick5_5,54
06/06/2008,winning_numbers,08 09 43 44 54
06/03/2008,mega_ball,5
06/03/2008,multiplier,
06/03/2008,pick5_1,4
06/03/2008,pick5_2,19
06/03/2008,pick5_3,24
06/03/2008,pick5_4,32
06/03/2008,pick5_5,54
06/03/2008,winning_numbers,04 19 24 32 54
05/30/2008,mega_ball,32
05/30/2008,multiplier,
05/30/2008,pick5_1,39
05/30/2008,pick5_2,40
05/30/2008,pick5_3,47
05/30/2008,pick5_4,53
05/30/2008,pick5_5,55
05/30/2008,winning_numbers,39 40 47 53 55
05/27/2008,mega_ball,17
05/27/2008,multiplier,
05/27/2008,pick5_1,14
05/27/2008,pick5_2,24
05/27/2008,pick5_3,32
05/27/2008,pick5_4,45
05/27/2008,pick5_5,49
05/27/2008,winning_numbers,14 24 32 45 49
05/23/2008,mega_ball,4
05/23/2008,multiplier,
05/23/2008,pick5_1,4
05/23/2008,pick5_2,8
05/23/2008,pick5_3,11
05/23/2008,pick5_4,22
05/23/2008,pick5_5,30
05/23/2008,winning_numbers,04 08 11 22 30
05/20/2008,mega_ball,32
05/20/2008,multiplier,
05/20/2008,pick5_1,2
05/20/2008,pick5_2,14
05/20/2008,pick5_3,26
05/20/2008,pick5_4,32
05/20/2008,pick5_5,41
05/20/2008,winning_numbers,02 14 26 32 41
05/16/2008,mega_ball,26
05/16/2008,multiplier,
05/16/2008,pick5_1,6
05/16/2008,pick5_2,11
05/16/2008,pick5_3,39
05/16/2008,pick5_4,46
05/16/2008,pick5_5,47
05/16/2008,winning_numbers,06 11 39 46 47
05/13/2008,mega_ball,15
05/13/2008,multiplier,
05/13/2008,pick5_1,20
05/13/2008,pick5_2,24
05/13/2008,pick5_3,27
05/13/2008,pick5_4,31
05/13/2008,pick5_5,47
05/13/2008,winning_numbers,20 24 27 31 47
05/09/2008,mega_ball,22
05/09/2008,multiplier,
05/09/2008,pick5_1,16
05/09/2008,pick5_2,31
05/09/2008,pick5_3,43
05/09/2008,pick5_4,46
05/09/2008,pick5_5,56
05/09/2008,winning_numbers,16 31 43 46 56
05/06/2008,mega_ball,26
05/06/2008,multiplier,
05/06/2008,pick5_1,4
05/06/2008,pick5_2,21
05/06/2008,pick5_3,46
05/06/2008,pick5_4,53
05/06/2008,pick5_5,54
05/06/2008,winning_numbers,04 21 46 53 54
05/02/2008,mega_ball,26
05/02/2008,multiplier,
05/02/2008,pick5_1,8
05/02/2008,pick5_2,28
05/02/2008,pick5_3,37
05/02/2008,pick5_4,53
05/02/2008,pick5_5,55
05/02/2008,winning_numbers,08 28 37 53 55
04/29/2008,mega_ball,26
04/29/2008,multiplier,
04/29/2008,pick5_1,19
04/29/2008,pick5_2,24
04/29/2008,pick5_3,35
04/29/2008,pick5_4,44
04/29/2008,pick5_5,51
04/29/2008,winning_numbers,19 24 35 44 51
04/25/2008,mega_ball,41
04/25/2008,multiplier,
04/25/2008,pick5_1,19
04/25/2008,pick5_2,32
04/25/2008,pick5_3,37
04/25/2008,pick5_4,45
04/25/2008,pick5_5,52
04/25/2008,winning_numbers,19 32 37 45 52
04/22/2008,mega_ball,9
04/22/2008,multiplier,
04/22/2008,pick5_1,3
04/22/2008,pick5_2,22
04/22/2008,pick5_3,31
04/22/2008,pick5_4,48
04/22/2008,pick5_5,54
04/22/2008,winning_numbers,03 22 31 48 54
04/18/2008,mega_ball,29
04/18/2008,multiplier,
04/18/2008,pick5_1,24
04/18/2008,pick5_2,28
04/18/2008,pick5_3,36
04/18/2008,pick5_4,50
04/18/2008,pick5_5,53
04/18/2008,winning_numbers,24 28 36 50 53
04/15/2008,mega_ball,30
04/15/2008,multiplier,
04/15/2008,pick5_1,12
04/15/2008,pick5_2,13
04/15/2008,pick5_3,27
04/15/2008,pick5_4,48
04/15/2008,pick5_5,50
04/15/2008,winning_numbers,12 13 27 48 50
04/11/2008,mega_ball,7
04/11/2008,multiplier,
04/11/2008,pick5_1,14
04/11/2008,pick5_2,18
04/11/2008,pick5_3,27
04/11/2008,pick5_4,31
04/11/2008,pick5_5,42
04/11/2008,winning_numbers,14 18 27 31 42
04/08/2008,mega_ball,38
04/08/2008,multiplier,
04/08/2008,pick5_1,8
04/08/2008,pick5_2,9
04/08/2008,pick5_3,31
04/08/2008,pick5_4,37
04/08/2008,pick5_5,44
04/08/2008,winning_numbers,08 09 31 37 44
04/04/2008,mega_ball,17
04/04/2008,multiplier,
04/04/2008,pick5_1,3
04/04/2008,pick5_2,5
04/04/2008,pick5_3,40
04/04/2008,pick5_4,45
04/04/2008,pick5_5,49
04/04/2008,winning_numbers,03 05 40 45 49
04/01/2008,mega_ball,25
04/01/2008,multiplier,
04/01/2008,pick5_1,4
04/01/2008,pick5_2,17
04/01/2008,pick5_3,26
04/01/2008,pick5_4,46
04/01/2008,pick5_5,56
04/01/2008,winning_numbers,04 17 26 46 56
03/28/2008,mega_ball,10
03/28/2008,multiplier,
03/28/2008,pick5_1,7
03/28/2008,pick5_2,26
03/28/2008,pick5_3,27
03/28/2008,pick5_4,40
03/28/2008,pick5_5,43
03/28/2008,winning_numbers,07 26 27 40 43
03/25/2008,mega_ball,12
03/25/2008,multiplier,
03/25/2008,pick5_1,38
03/25/2008,pick5_2,42
03/25/2008,pick5_3,43
03/25/2008,pick5_4,48
03/25/2008,pick5_5,53
03/25/2008,winning_numbers,38 42 43 48 53
03/21/2008,mega_ball,21
03/21/2008,multiplier,
03/21/2008,pick5_1,5
03/21/2008,pick5_2,8
03/21/2008,pick5_3,17
03/21/2008,pick5_4,19
03/21/2008,pick5_5,41
03/21/2008,winning_numbers,05 08 17 19 41
03/18/2008,mega_ball,37
03/18/2008,multiplier,
03/18/2008,pick5_1,13
03/18/2008,pick5_2,15
03/18/2008,pick5_3,20
03/18/2008,pick5_4,25
03/18/2008,pick5_5,44
03/18/2008,winning_numbers,13 15 20 25 44
03/14/2008,mega_ball,21
03/14/2008,multiplier,
03/14/2008,pick5_1,3
03/14/2008,pick5_2,12
03/14/2008,pick5_3,18
03/14/2008,pick5_4,25
03/14/2008,pick5_5,52
03/14/2008,winning_numbers,03 12 18 25 52
03/11/2008,mega_ball,44
03/11/2008,multiplier,
03/11/2008,pick5_1,4
03/11/2008,pick5_2,13
03/11/2008,pick5_3,35
03/11/2008,pick5_4,41
03/11/2008,pick5_5,47
03/11/2008,winning_numbers,04 13 35 41 47
03/07/2008,mega_ball,12
03/07/2008,multiplier,
03/07/2008,pick5_1,19
03/07/2008,pick5_2,32
03/07/2008,pick5_3,33
03/07/2008,pick5_4,41
03/07/2008,pick5_5,48
03/07/2008,winning_numbers,19 32 33 41 48
03/04/2008,mega_ball,22
03/04/2008,multiplier,
03/04/2008,pick5_1,7
03/04/2008,pick5_2,15
03/04/2008,pick5_3,30
03/04/2008,pick5_4,33
03/04/2008,pick5_5,56
03/04/2008,winning_numbers,07 15 30 33 56
02/29/2008,mega_ball,38
02/29/2008,multiplier,
02/29/2008,pick5_1,5
02/29/2008,pick5_2,17
02/29/2008,pick5_3,22
02/29/2008,pick5_4,26
02/29/2008,pick5_5,55
02/29/2008,winning_numbers,05 17 22 26 55
02/26/2008,mega_ball,15
02/26/2008,multiplier,
02/26/2008,pick5_1,9
02/26/2008,pick5_2,12
02/26/2008,pick5_3,30
02/26/2008,pick5_4,36
02/26/2008,pick5_5,55
02/26/2008,winning_numbers,09 12 30 36 55
02/22/2008,mega_ball,10
02/22/2008,multiplier,
02/22/2008,pick5_1,7
02/22/2008,pick5_2,12
02/22/2008,pick5_3,13
02/22/2008,pick5_4,19
02/22/2008,pick5_5,22
02/22/2008,winning_numbers,07 12 13 19 22
02/19/2008,mega_ball,34
02/19/2008,multiplier,
02/19/2008,pick5_1,1
02/19/2008,pick5_2,38
02/19/2008,pick5_3,42
02/19/2008,pick5_4,55
02/19/2008,pick5_5,56
02/19/2008,winning_numbers,01 38 42 55 56
02/15/2008,mega_ball,14
02/15/2008,multiplier,
02/15/2008,pick5_1,7
02/15/2008,pick5_2,11
02/15/2008,pick5_3,26
02/15/2008,pick5_4,30
02/15/2008,pick5_5,53
02/15/2008,winning_numbers,07 11 26 30 53
02/12/2008,mega_ball,12
02/12/2008,multiplier,
02/12/2008,pick5_1,14
02/12/2008,pick5_2,27
02/12/2008,pick5_3,39
02/12/2008,pick5_4,47
02/12/2008,pick5_5,50
02/12/2008,winning_numbers,14 27 39 47 50
02/08/2008,mega_ball,18
02/08/2008,multiplier,
02/08/2008,pick5_1,21
02/08/2008,pick5_2,30
02/08/2008,pick5_3,43
02/08/2008,pick5_4,46
02/08/2008,pick5_5,50
02/08/2008,winning_numbers,21 30 43 46 50
02/05/2008,mega_ball,38
02/05/2008,multiplier,
02/05/2008,pick5_1,4
02/05/2008,pick5_2,5
02/05/2008,pick5_3,17
02/05/2008,pick5_4,40
02/05/2008,pick5_5,51
02/05/2008,winning_numbers,04 05 17 40 51
02/01/2008,mega_ball,5
02/01/2008,multiplier,
02/01/2008,pick5_1,3
02/01/2008,pick5_2,14
02/01/2008,pick5_3,30
02/01/2008,pick5_4,44
02/01/2008,pick5_5,56
02/01/2008,winning_numbers,03 14 30 44 56
01/29/2008,mega_ball,24
01/29/2008,multiplier,
01/29/2008,pick5_1,8
01/29/2008,pick5_2,23
01/29/2008,pick5_3,39
01/29/2008,pick5_4,40
01/29/2008,pick5_5,42
01/29/2008,winning_numbers,08 23 39 40 42
01/25/2008,mega_ball,22
01/25/2008,multiplier,
01/25/2008,pick5_1,5
01/25/2008,pick5_2,12
01/25/2008,pick5_3,22
01/25/2008,pick5_4,38
01/25/2008,pick5_5,56
01/25/2008,winning_numbers,05 12 22 38 56
01/22/2008,mega_ball,2
01/22/2008,multiplier,
01/22/2008,pick5_1,12
01/22/2008,pick5_2,15
01/22/2008,pick5_3,22
01/22/2008,pick5_4,25
01/22/2008,pick5_5,33
01/22/2008,winning_numbers,12 15 22 25 33
01/18/2008,mega_ball,15
01/18/2008,multiplier,
01/18/2008,pick5_1,12
01/18/2008,pick5_2,22
01/18/2008,pick5_3,33
01/18/2008,pick5_4,43
01/18/2008,pick5_5,44
01/18/2008,winning_numbers,12 22 33 43 44
01/15/2008,mega_ball,6
01/15/2008,multiplier,
01/15/2008,pick5_1,21
01/15/2008,pick5_2,30
01/15/2008,pick5_3,42
01/15/2008,pick5_4,44
01/15/2008,pick5_5,50
01/15/2008,winning_numbers,21 30 42 44 50
01/11/2008,mega_ball,42
01/11/2008,multiplier,
01/11/2008,pick5_1,22
01/11/2008,pick5_2,36
01/11/2008,pick5_3,42
01/11/2008,pick5_4,45
01/11/2008,pick5_5,55
01/11/2008,winning_numbers,22 36 42 45 55
01/08/2008,mega_ball,10
01/08/2008,multiplier,
01/08/2008,pick5_1,10
01/08/2008,pick5_2,29
01/08/2008,pick5_3,45
01/08/2008,pick5_4,52
01/08/2008,pick5_5,54
01/08/2008,winning_numbers,10 29 45 52 54
01/04/2008,mega_ball,32
01/04/2008,multiplier,
01/04/2008,pick5_1,24
01/04/2008,pick5_2,31
01/04/2008,pick5_3,39
01/04/2008,pick5_4,40
01/04/2008,pick5_5,56
01/04/2008,winning_numbers,24 31 39 40 56
01/01/2008,mega_ball,11
01/01/2008,multiplier,
01/01/2008,pick5_1,13
01/01/2008,pick5_2,16
01/01/2008,pick5_3,25
01/01/2008,pick5_4,30
01/01/2008,pick5_5,54
01/01/2008,winning_numbers,13 16 25 30 54
12/28/2007,mega_ball,25
12/28/2007,multiplier,
12/28/2007,pick5_1,2
12/28/2007,pick5_2,19
12/28/2007,pick5_3,22
